stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
33946,152234,Kondhwale Dairy,,18.52427,73.58799,,,,,,
1179,30371,Sane Chowk,,18.67009,73.79827,,,,,,
33947,154131,Shikshaknagar,,18.50734,73.80052,,,,,,
1180,40371,Sane Chowk,,18.66997,73.79833,,,,,,
33948,151429,Gorhe Kh,,18.40593,73.75187,,,,,,
1181,30372,Mhetre Vasti,,18.66959,73.79396,,,,,,
33950,150626,Bungalow Number 116,,18.56484,73.88033,,,,,,
1182,40372,Mhetre Vasti,,18.67004,73.79218,,,,,,
33951,151259,Ganga Village,,18.48434,73.93163,,,,,,
33952,152514,Mahadevnagar Manjari,,18.5067,73.95434,,,,,,
33955,153588,Radhika Society,,18.44701,73.82074,,,,,,
33956,153991,Sasanenagar,,18.49282,73.93219,,,,,,
1188,40376,Dhayareswar Mandir,,18.44228,73.81294,,,,,,
33957,153697,Ramnagari,,18.44886,73.84341,,,,,,
1189,30377,Benkar Vasti,,18.44677,73.81429,,,,,,
1190,40377,Benkarvasti,,18.44383,73.81581,,,,,,
33958,151281,Garmal,,18.45576,73.81182,,,,,,
33959,151439,Govind Mangal Karyalay,,18.54721,73.80458,,,,,,
33960,153749,Rautvasti,,18.45647,73.96081,,,,,,
33961,153872,Saipuram Corner,,18.44724,73.81184,,,,,,
33962,154034,Sayli Restaurant,,18.54215,73.77709,,,,,,
33963,154877,Vitbhatti Chande,,18.55376,73.70183,,,,,,
33966,153605,Rahatnigaon,,18.60293,73.79578,,,,,,
1198,30381,Gaarmal,,18.45725,73.81174,,,,,,
1199,40381,Gaarmal,,18.45733,73.81191,,,,,,
33968,153868,Sai Palace,,18.45571,73.87195,,,,,,
33970,151343,Ghorpadi Shala,,18.52814,73.90035,,,,,,
33971,152402,Laxmannagar,,18.6113,73.76842,,,,,,
33974,150373,Banacha Odha,,18.62741,73.86519,,,,,,
33975,150276,Autadewadi Phata,,18.44331,73.93609,,,,,,
33976,150043,Aditya Garden City,,18.49062,73.79036,,,,,,
33977,150045,Aditya Hotel,,18.57347,73.698,,,,,,
33979,153571,Purva Arcade,,18.593,73.89234,,,,,,
33980,154046,Shadawal Baba Darga,,18.54438,73.87799,,,,,,
33981,154171,Shitaladevi Chowk Guruwarpeth,,18.50862,73.85973,,,,,,
33983,152090,Kemsewadi,,18.58482,73.6174,,,,,,
33984,153329,Peacock Garden,,18.45551,73.76748,,,,,,
33985,152352,Lagadmala,,18.45885,73.80939,,,,,,
33987,152773,Mhasoba Mandir,,18.56894,73.867,,,,,,
33988,154215,Shivajinagar,,18.53257,73.84926,,,,,,
33989,151600,Hotel Sagar,,18.33602,73.85288,,,,,,
33990,151538,Harpalevasti Nhavi Sandas Road,,18.61293,74.12361,,,,,,
33992,151063,Dugad Farm,,18.44479,73.85338,,,,,,
33994,152074,Kawdipat,,18.49203,74.00058,,,,,,
33995,152187,Kirkatwadi,,18.44285,73.78997,,,,,,
33996,150862,Dattakrupa Mangal Karyalay,,18.54396,73.67467,,,,,,
33997,151533,Hariprasad Bungalow,,18.45226,73.86384,,,,,,
33999,152616,Ma Na Pa Shala Wakad,,18.59995,73.76377,,,,,,
34000,151795,JCB,,18.7766,73.69208,,,,,,
34001,153539,Punawale,,18.63902,73.74771,,,,,,
34002,154660,Trinity College,,18.42402,73.90194,,,,,,
1235,30406,Karve Nagar,,18.48934,73.81436,,,,,,
1236,40406,Karve Nagar,,18.48873,73.81414,,,,,,
34004,153975,Sapras Post,,18.54998,73.86904,,,,,,
34005,154287,Shubham Hotel,,18.45465,73.83696,,,,,,
1239,30408,Gandhi Bhavan Phata,,18.49581,73.81329,,,,,,
34008,150346,Balaji Park,,18.44972,73.91051,,,,,,
1241,30409,Kothrud Stand,,18.50002,73.81357,,,,,,
34009,150851,Dapodi Mantri Niketan,,18.5791,73.8296,,,,,,
34011,152310,Kumar Park,,18.48095,73.86568,,,,,,
1244,40410,Karve Putla,,18.50166,73.81499,,,,,,
34013,151818,Jiveshwar Society,,18.64472,73.77258,,,,,,
34014,150068,Ahiregaon Phata,,18.45494,73.74468,,,,,,
34015,150116,Alhatvasti,,18.67627,73.85442,,,,,,
34016,150383,Baner Phata Aundh Road,,18.55,73.80992,,,,,,
34017,151466,Gujrat Colony,,18.50508,73.81187,,,,,,
34018,151560,Hingne,,18.4806,73.82534,,,,,,
34019,153744,Rasrang Sweet Corner,,18.63316,73.81584,,,,,,
34020,153673,Rakshak Chowk,,18.58108,73.79861,,,,,,
34021,150460,Bhandari Niwas,,18.67388,74.04088,,,,,,
1255,40421,Ramoshiwadi,,18.52814,73.83002,,,,,,
34023,153240,Parmarnagar,,18.50255,73.90078,,,,,,
34024,154206,Shivaji Maharaj Putla Sasanenagar,,18.49481,73.93259,,,,,,
34025,154273,Shree Industries,,18.45096,73.82938,,,,,,
34026,152497,Mahabali Chowk,,18.6596,73.80753,,,,,,
34027,154089,Sharwari Complex,,18.62334,73.68675,,,,,,
34028,151883,Kakdevasti Prayagdham,,18.4948,74.12718,,,,,,
34030,154627,Thorve School,,18.45404,73.85137,,,,,,
34031,154895,Vitbhatti Vikasnagar,,18.67085,73.73145,,,,,,
34033,154326,Siporex Company Main Gate,,18.52344,73.90965,,,,,,
34034,151397,Gokul Hotel,,18.62463,73.80334,,,,,,
1267,40414,Karve Bungalow,,18.5093,73.83044,,,,,,
34036,154946,Waghere College,,18.35522,74.02847,,,,,,
34037,152885,Motherson Company,,18.61792,73.70727,,,,,,
1270,30417,Bhandarkar Road,,18.51945,73.83035,,,,,,
34039,153190,Pandit Petrol Pump,,18.61119,73.76063,,,,,,
34040,153731,Rangehills Post Office,,18.55241,73.84327,,,,,,
34042,150293,Aynalvasti,,18.547,73.69268,,,,,,
34043,151276,Garden City,,18.67795,73.74695,,,,,,
1276,30431,Alaka Theatre,,18.51267,73.8436,,,,,,
34044,151524,Hanuman Mandir Indori,,18.73482,73.71896,,,,,,
34045,154060,Shane Paradise socity,,18.51205,73.8172,,,,,,
34046,152934,Murkutevasti,,18.55838,73.79238,,,,,,
34047,153737,Ranwarevasti,,18.54816,73.77044,,,,,,
1279,40432,Ganjave Chowk,,18.51098,73.84354,,,,,,
34048,154759,Vaishnavi Collection,,18.66303,73.80693,,,,,,
34049,151346,Ghotawadegaon,,18.54908,73.66254,,,,,,
34050,151784,Jawalkar Hospital,,18.45678,74.06992,,,,,,
1284,40435,Rajendranagar corner,,18.50501,73.84279,,,,,,
34052,153570,Purva Arcade,,18.59298,73.89235,,,,,,
1285,41435,Rajendranagar corner,,18.50474,73.84293,,,,,,
34055,150923,Deccan Gymkhana,,18.51697,73.84167,,,,,,
1287,40436,Ramkrishna Math,,18.50043,73.84484,,,,,,
1288,30437,Water Purification centre,,18.49843,73.84148,,,,,,
34056,151895,Kalas,,18.57998,73.87644,,,,,,
34057,153053,NDA Hospital,,18.45818,73.75624,,,,,,
1289,40437,Water Purification centre,,18.49793,73.84096,,,,,,
1290,30438,Ganesh Mala,,18.49501,73.83696,,,,,,
1295,40440,Vitthalwadi Jakat Naka,,18.4907,73.83287,,,,,,
34063,152211,Kolhewadi,,18.44475,73.78527,,,,,,
34064,152874,Morwadi Corner,,18.6338,73.8035,,,,,,
34065,154959,Wakad Chowk,,18.59229,73.76192,,,,,,
34066,151902,Kalbhorvasti,,18.48843,74.06031,,,,,,
34067,153368,Pimplenilakh Shala,,18.57261,73.79506,,,,,,
34068,155046,Yerawada Press,,18.56386,73.88545,,,,,,
1301,40443,Poultry Farm,,18.45135,73.81123,,,,,,
1303,40444,Dhayari Maruti Mandir,,18.44236,73.8097,,,,,,
34071,152820,Mitra Mandal Sabhagruha,,18.49736,73.85418,,,,,,
34072,153281,Patil Colony,,18.4626,73.8148,,,,,,
34073,154044,Servants Quarters,,18.45153,73.74739,,,,,,
34075,150288,Avsarwadi,,18.36021,73.78838,,,,,,
34077,150845,Dange Chowk,,18.61539,73.76541,,,,,,
34078,150901,Daulatnagar Mumbai Pune Bypass,,18.47373,73.81005,,,,,,
34079,151006,Dhumewadi,,18.39128,74.01416,,,,,,
34080,152937,Mutton Market rangehills,,18.55502,73.84324,,,,,,
1312,30450,Dnyaneshwar Paduka Chowk,,18.52696,73.84245,,,,,,
34082,150630,Burkegaon,,18.62041,74.10657,,,,,,
34083,151907,Kalewadi,,18.61673,73.78958,,,,,,
34085,152623,Mandai Stand,,18.51347,73.85607,,,,,,
1317,30385,Vadgaon Phata,,18.46579,73.81685,,,,,,
1318,40385,Vadgaon Phata,,18.46607,73.81654,,,,,,
1319,30500,Sai Chowk Pimple Saudagar,,18.59321,73.78613,,,,,,
34087,153741,Rashmi Apartment,,18.53938,73.89305,,,,,,
34088,152808,Military Hospital Khadki,,18.55616,73.84239,,,,,,
1320,40500,Sai Chowk Pimple Saudagar,,18.59334,73.78581,,,,,,
34089,151318,GF Filters,,18.49434,73.66565,,,,,,
1322,30451,Bhosari Gaon,,18.6222,73.85137,,,,,,
34090,152915,Mulkhed,,18.53983,73.68683,,,,,,
1323,40451,Bhosari Gaon,,18.62425,73.85129,,,,,,
34091,152633,Mangdewadi Petrol Pump,,18.43628,73.86047,,,,,,
34093,154885,Vitbhatti Pashan,,18.54599,73.77645,,,,,,
34094,153422,Posco Company,,18.78744,73.69419,,,,,,
34095,154540,Tale Male,,18.34616,73.7866,,,,,,
34096,150296,Azadnagar Kothrud,,18.50417,73.80739,,,,,,
1329,40454,shitalbaug,,18.6165,73.84464,,,,,,
34098,154815,Vataremala,,18.52385,73.90628,,,,,,
34100,154534,Talegaon Nagarparishad,,18.72561,73.68055,,,,,,
34102,154508,Swargate Depo,,18.50053,73.85969,,,,,,
34105,154817,Vedant Dairy,,18.65438,73.76156,,,,,,
34106,152673,Maruti Mandir Dattanagar,,18.44964,73.85252,,,,,,
34107,154821,Velu Phata,,18.37019,73.85404,,,,,,
34109,150624,Bungalow Number 105,,18.53337,73.89188,,,,,,
34110,150986,Dhawdevasti,,18.62995,73.85073,,,,,,
1342,30461,Kalpataru Society,,18.60184,73.81633,,,,,,
34111,152741,Mental Hospital,,18.56423,73.88389,,,,,,
1343,40461,Kalpataru Society,,18.60192,73.81614,,,,,,
34112,154949,Waghjai Mandir,,18.41233,73.85831,,,,,,
1344,30462,Javalkar Nagar,,18.60012,73.81313,,,,,,
34113,151690,Ingalevasti,,18.4655,73.77674,,,,,,
1345,40462,Javalkar Nagar,,18.60016,73.81311,,,,,,
1346,30463,Kate Patil Chowk,,18.59908,73.80743,,,,,,
34115,153972,Sant Tukaramnagar,,18.62002,73.81762,,,,,,
1347,40463,Kate Patil Chowk,,18.59935,73.80725,,,,,,
34116,153184,Pandavnagar Pashan,,18.54394,73.78273,,,,,,
34117,153653,Raje Shivajinagar Phata,,18.66565,73.82544,,,,,,
1349,40464,Govind Yashada Chowk,,18.59747,73.80348,,,,,,
34118,153087,NIBM Corner,,18.47899,73.89081,,,,,,
1350,30465,"Vishwashanti Colony,PK Chowk",,18.5981,73.79907,,,,,,
1351,40465,"Vishwashanti Colony,PK Chowk",,18.59813,73.79897,,,,,,
1352,30466,"Rose Land, Nisarga  Nirmiti Society",,18.59661,73.7944,,,,,,
34120,154330,Smashanbhumi,,18.45388,73.88613,,,,,,
34121,154925,Vitthalwadi Sinhagad Road,,18.48435,73.82796,,,,,,
1353,40466,"Rose Land, Nisarga  Nirmiti Society",,18.5972,73.79432,,,,,,
34122,153875,Sairatna,,18.53915,73.98976,,,,,,
1354,30467,Kokane Chowk,,18.59672,73.79136,,,,,,
34123,150119,Alpana Talkies,,18.51593,73.864,,,,,,
1355,40467,Kokane Chowk,,18.59669,73.79133,,,,,,
34124,154968,Waki Kh,,18.79962,73.86955,,,,,,
1356,30468,Shivar Chowk,,18.59618,73.78934,,,,,,
34125,151685,Ingale Hospital,,18.61872,73.79287,,,,,,
1357,40468,Shivar Chowk,,18.59605,73.78924,,,,,,
34127,150174,Anandnagar Kothrud,,18.50969,73.8145,,,,,,
34128,151293,Gate Number 10,,18.45016,73.76358,,,,,,
34130,151865,Kadamvasti Loni,,18.48984,74.01665,,,,,,
34131,152979,Nanded Phata,,18.45475,73.79673,,,,,,
34132,154166,Shirke Company,,18.52903,73.90606,,,,,,
1364,30464,Govind Yashada Chowk,,18.5973,73.80354,,,,,,
34133,150895,Dattawadi Mhasoba Chowk,,18.5015,73.83921,,,,,,
34134,153527,PAndT Colony,,18.49208,73.86935,,,,,,
34137,154903,Vithai Warehouse,,18.56244,73.98756,,,,,,
34139,153758,Raviraj Hotel,,18.58332,73.82428,,,,,,
34141,150125,Amarjai Mandir,,18.69751,73.70587,,,,,,
1374,30475,Juna Hinjawadi Jakat Naka,,18.59082,73.74979,,,,,,
34142,150022,Aai mata Mandir,,18.47102,73.87523,,,,,,
1375,40475,Joona Hinjewadi Jakat Naka,,18.59095,73.75045,,,,,,
34145,150123,Amalewadi,,18.54427,73.64492,,,,,,
34146,154172,Shitaladevi Chowk Guruwarpeth,,18.50867,73.86005,,,,,,
34147,154544,Talwade,,18.69677,73.79162,,,,,,
34149,150399,Bauddhavasti,,18.34289,73.79472,,,,,,
34151,150652,Chaitanya Sabhagruh,,18.63455,73.77901,,,,,,
34152,151976,Karachi Chowk,,18.62131,73.8013,,,,,,
34153,152844,Mohannagar Chinchwad,,18.64264,73.79746,,,,,,
34154,150422,Bhagvatinagar,,18.54351,73.77604,,,,,,
34156,150378,Banergaon Odha,,18.56196,73.78418,,,,,,
34157,151136,Fujitsu Company,,18.70649,73.79114,,,,,,
34160,150939,Dehuroad Bazar,,18.68161,73.73068,,,,,,
34161,153701,Ramnagar Rahatni,,18.60323,73.79242,,,,,,
34163,153421,Popularnagar,,18.48475,73.7998,,,,,,
34164,151168,Gaikwadwadi,,18.42708,73.66659,,,,,,
34165,151610,Hyderabad Cement Company,,18.45117,73.8983,,,,,,
34166,151609,Hyderabad Cement Company,,18.45102,73.89853,,,,,,
34167,150239,Arsenal Factory Gate,,18.57317,73.85946,,,,,,
1400,30510,Shivtejnagar,,18.66674,73.79955,,,,,,
1401,40510,Shivtejnagar,,18.66624,73.79947,,,,,,
34170,151438,Govind Halwai Chowk,,18.5135,73.86186,,,,,,
34171,151799,Jehangir Hospital,,18.52977,73.87591,,,,,,
34172,151483,Gurudatta Fabricators,,18.76041,73.67555,,,,,,
34173,150786,COD Depot,,18.6997,73.75962,,,,,,
34174,153614,Raikar vasti,,18.45415,73.81169,,,,,,
34175,153941,Sangurdi Phata,,18.72207,73.76215,,,,,,
34176,153672,Rakesh Sweet Mart,,18.6351,73.84362,,,,,,
34177,154020,Sawant College,,18.47246,73.93195,,,,,,
34178,153285,Patilnagar,,18.68729,73.80737,,,,,,
34179,150794,Collector Kacheri,,18.52426,73.87216,,,,,,
34180,150307,Bagadevasti,,18.49432,74.12997,,,,,,
34181,150717,Chincholi,,18.68973,73.74957,,,,,,
34182,153899,Samadhi Mandir,,18.56534,73.77331,,,,,,
34183,154732,Vadgaon Budruk Phata,,18.46714,73.81944,,,,,,
34185,150700,Chavanmala,,18.44706,73.80372,,,,,,
34186,151469,Gul Aali,,18.51054,73.8657,,,,,,
34189,151770,Jambhulkarnagar,,18.49477,73.90011,,,,,,
34190,153210,Panyachi Taki Markal,,18.67066,73.98043,,,,,,
34193,154153,Shindevasti Jahangirnagar,,18.51597,73.91536,,,,,,
34194,151656,Indraprabha,,18.66727,73.72797,,,,,,
34195,153890,Sakhrevasti,,18.60179,73.73321,,,,,,
34196,151776,Janwadi,,18.53019,73.82336,,,,,,
34197,152801,Mile Dagad Kramank 23 Nagar Road,,18.63555,74.04488,,,,,,
1431,30525,Aaple Ghar,,18.56742,73.94761,,,,,,
34200,153037,Navsahayadri,,18.49469,73.83037,,,,,,
1432,40525,Aaple Ghar,,18.56748,73.94789,,,,,,
1433,30521,TATA guard room,,18.56295,73.92864,,,,,,
34201,153587,Radha Swami Satsang,,18.73517,73.80027,,,,,,
34202,154258,Shiwapurbaug,,18.35273,73.85239,,,,,,
1435,40521,TATA guard room,,18.56283,73.92867,,,,,,
34204,151093,Engineering College,,18.53009,73.85667,,,,,,
1437,30522,Chandannagar,,18.56346,73.93286,,,,,,
34205,151522,Hanuman Chowk,,18.54537,73.66904,,,,,,
34207,154955,wahilenagar,,18.67415,73.88543,,,,,,
1439,40522,Chandannagar,,18.56331,73.93309,,,,,,
1441,30523,Kharadi Bypass,,18.5624,73.93782,,,,,,
1442,30516,Shastri Nagar,,18.55177,73.89567,,,,,,
1443,40523,Kharadi Bypass,,18.56237,73.93772,,,,,,
34211,152811,Military Hospital Rangehills,,18.55643,73.84146,,,,,,
34212,151767,Jambe,,18.64103,73.72188,,,,,,
1445,30524,Janakbaba Darga,,18.56545,73.94395,,,,,,
34213,150253,Ashoknagar Dehu,,18.68598,73.7477,,,,,,
1446,30515,Wadia Bungalow,,18.54847,73.8922,,,,,,
34214,150084,Akole Bus Stop,,18.52898,73.57201,,,,,,
1447,40515,Wadia Bungalow,,18.54839,73.89239,,,,,,
34216,154853,Vinayak Hospital,,18.48599,73.79661,,,,,,
1449,30517,Ramwadi Jakat Naka,,18.55486,73.90513,,,,,,
34217,152098,Kendriya Vidyalay Lohgaon,,18.59172,73.91687,,,,,,
1450,30519,Vimannagar Corner,,18.56126,73.91945,,,,,,
34218,152724,Medi Point,,18.56504,73.80238,,,,,,
1451,40517,Ramwadi Jakat Naka,,18.55471,73.90507,,,,,,
34219,150842,Dandekar Pul,,18.50213,73.84542,,,,,,
1452,40519,Vimannagar Corner,,18.56112,73.91965,,,,,,
34220,151382,Gokhale Hall,,18.51406,73.84918,,,,,,
1453,30520,Pachwa mail,,18.56232,73.92319,,,,,,
34222,150730,Chinchwadgaon,,18.63001,73.78229,,,,,,
1454,30518,Wadgaon sheri phata,,18.55898,73.91238,,,,,,
1455,40520,Pachwa mail,,18.56223,73.92336,,,,,,
34223,154644,Toll Naka,,18.73905,73.74802,,,,,,
1456,40518,Wadgaon sheri phata,,18.55882,73.91242,,,,,,
34224,150419,Bhagatwadi,,18.43307,73.65433,,,,,,
34226,153766,RD Colony,,18.57673,73.87649,,,,,,
34227,154535,Talegaon Nagarparishad,,18.72565,73.6806,,,,,,
34228,153049,NDA Gate Colony 10,,18.45446,73.76696,,,,,,
34229,153904,Sambhaji Chowk,,18.64923,73.77003,,,,,,
34230,154995,Westend,,18.51874,73.87799,,,,,,
34231,155018,Yantriki Bhavan,,18.57914,73.82689,,,,,,
34232,151217,Ganeshnagar Dange Chowk,,18.61304,73.76294,,,,,,
34233,154457,Suply Depot,,18.5656,73.84944,,,,,,
34234,154969,Waki Kh,,18.79962,73.86977,,,,,,
34235,152982,Nandegaon Phata,,18.55776,73.71577,,,,,,
34237,152328,Kunjirvasti,,18.52188,73.9834,,,,,,
34242,152154,Khandoba Mandir,,18.45341,73.87363,,,,,,
34243,150897,Daulat Garden,,18.50015,73.75315,,,,,,
34245,151389,Gokhalenagar Shala,,18.52643,73.82698,,,,,,
34246,152136,Khadi Machine Katraj Kondhwa Road,,18.45248,73.89039,,,,,,
34249,150933,Dehu Grampanchayat,,18.71746,73.76775,,,,,,
34250,150689,Chaudharibaug,,18.47161,74.07255,,,,,,
34251,150785,COD Depot,,18.69947,73.75924,,,,,,
34252,153193,Panhale Farm,,18.50002,74.04512,,,,,,
34253,153315,Pawarvasti Wadgaonghenan,,18.71444,73.93444,,,,,,
34256,154522,Talathi Office,,18.7364,73.64256,,,,,,
34257,150019,5 Wa Mile,,18.56227,73.92409,,,,,,
34258,150021,Aai mata Mandir,,18.47101,73.87531,,,,,,
34259,153451,Poultry Farm Shivneri,,18.57481,74.039,,,,,,
34261,152984,Nandgude Shala,,18.58253,73.78345,,,,,,
34262,150865,Dattamandir Marnewadi Road,,18.47881,73.65575,,,,,,
34263,152000,Karvenagar,,18.48924,73.81438,,,,,,
34267,152931,Mundhwa Shala,,18.53435,73.92795,,,,,,
34268,154980,Warhade Phata,,18.72984,73.65955,,,,,,
34269,153237,Parkhi Madhyamik Vidyalay,,18.57469,73.7068,,,,,,
34270,154585,Tata Material Gate,,18.6586,73.81228,,,,,,
34271,153182,Pandavnagar Hinjawadi,,18.58484,73.7317,,,,,,
34274,152139,Khadi Machine Shiroli,,18.82062,73.87493,,,,,,
1506,30550,Jijamata Park,,18.51882,73.85836,,,,,,
1507,40550,Jijamata Park,,18.51872,73.85827,,,,,,
34276,154237,Shivpushpak Park,,18.47838,73.82126,,,,,,
34279,153347,Philips,,18.62075,73.83669,,,,,,
34280,150566,Big India,,18.6571,73.7651,,,,,,
34281,150046,Aditya Hotel,,18.5735,73.6958,,,,,,
34282,151549,HEMRL Company,,18.52795,73.77762,,,,,,
34283,151927,Kalpataru Society Pimplegurav,,18.60126,73.81757,,,,,,
34284,150977,Dhanoragao,,18.66749,73.92535,,,,,,
34285,152696,Matalwadi Bhugaon,,18.50058,73.74107,,,,,,
34286,153892,Salunke Vihar,,18.48101,73.90586,,,,,,
34287,155036,Yerawada,,18.54518,73.88506,,,,,,
34288,151815,Jilha Parishad Shala Chande,,18.55473,73.6983,,,,,,
34290,150197,Annadhanya Godam,,18.53312,73.88964,,,,,,
1522,30556,Patil Colony/Gosavi Vasti,,18.46326,73.81521,,,,,,
34292,150027,ABC Farm,,18.48136,73.90064,,,,,,
34293,150033,Abhinav College,,18.54508,73.77879,,,,,,
34294,150619,Buddha Vihar Dapodi,,18.57451,73.83255,,,,,,
34295,153523,Provision Stores,,18.48914,73.8166,,,,,,
34296,152884,Motherson Company,,18.61604,73.70932,,,,,,
34299,150645,Century Enka Colony,,18.61596,73.84804,,,,,,
1534,40562,Vitthalwadi jakat naka,,18.49072,73.833,,,,,,
34302,153607,Rahul Park Gate Number,,18.4846,73.79484,,,,,,
34303,154047,Shagun Chowk,,18.62257,73.8015,,,,,,
1535,30563,P.L.Deshpande Garden / Navshamaruti,,18.49328,73.83542,,,,,,
1536,40563,P.L.Deshpande Garden / Navshamaruti,,18.49379,73.83597,,,,,,
34304,150920,Deccan Gymkhana,,18.5165,73.84282,,,,,,
34305,151367,Godown Gultekdi,,18.48758,73.87066,,,,,,
34306,153029,Navi Sangvi,,18.57625,73.81222,,,,,,
34307,151565,Hinjawadi Jakat Naka,,18.59083,73.74632,,,,,,
34308,152809,Military Hospital Khadki,,18.55624,73.84231,,,,,,
34309,154864,Vishramdham,,18.66214,74.0471,,,,,,
34311,154878,Vitbhatti Chande,,18.55406,73.70392,,,,,,
34312,150336,Balaji Chowk,,18.54203,73.79093,,,,,,
34313,150423,Bhagwat Mangal Karyalay,,18.62992,73.67473,,,,,,
34314,150454,Bhandara Dongar Paytha,,18.73888,73.73945,,,,,,
34315,154803,Vasantbaug Chowk,,18.48095,73.86179,,,,,,
34317,153710,Ramoshiwadi,,18.52897,73.83001,,,,,,
34318,154758,Vaishnavi Collection,,18.66299,73.80698,,,,,,
34320,152079,Kedarinagar,,18.48882,73.90001,,,,,,
34321,153425,Potewadivasti,,18.43513,73.64429,,,,,,
34322,154865,Vishramdham,,18.66391,74.04241,,,,,,
34323,153293,Patwardhanbaug,,18.49961,73.83072,,,,,,
1559,30574,Kasarwadi,,18.60412,73.8245,,,,,,
34327,150287,Avsarwadi,,18.36009,73.78838,,,,,,
1560,40574,Kasarwadi,,18.60434,73.8249,,,,,,
34328,151274,Garage,,18.48737,73.79604,,,,,,
34329,152612,Ma Na Pa Reverse side,,18.52271,73.85312,,,,,,
34332,152578,Malwadi Kirkatwadi,,18.44644,73.78888,,,,,,
34334,152644,Manjari Bk,,18.52245,73.98432,,,,,,
34335,151820,Jiveshwar Society,,18.64475,73.77252,,,,,,
34336,152076,Kawdi Rasta,,18.49141,74.00597,,,,,,
34337,153510,Prayagdham Ashram Gate,,18.50509,74.11681,,,,,,
34338,153177,Panchawati Niwas,,18.62301,74.09367,,,,,,
34339,153192,Panhale Farm,,18.49966,74.04525,,,,,,
34340,150655,Chakankarmala,,18.56619,73.78257,,,,,,
34341,151852,Jyoti English School,,18.63063,73.82374,,,,,,
1574,40581,Kirloskar Company,,18.56986,73.84175,,,,,,
34343,152105,Kendurgaon,,18.78247,74.03838,,,,,,
34344,154404,Star Garden,,18.47522,73.81615,,,,,,
34347,151735,Jahangir Hospital,,18.53144,73.87641,,,,,,
34348,154058,Shahunagar Ganesh Mandir,,18.65562,73.81047,,,,,,
34350,150443,Bhaji Market,,18.4895,73.86413,,,,,,
34351,150958,Devi Indrayani Society,,18.70396,73.78406,,,,,,
34352,153275,Pathare Bungalow,,18.55644,74.05953,,,,,,
34353,152428,L Mark,,18.62066,74.10418,,,,,,
34354,153031,Navlakha Godown,,18.46793,73.96123,,,,,,
34355,150850,Dapodi Mantri Niketan,,18.57907,73.8297,,,,,,
34356,151627,IIMS Institute,,18.6182,73.70412,,,,,,
34357,154912,Vitthal Mandir Shreeman Society,,18.49014,73.82486,,,,,,
34359,154916,Vitthalwadi Dehu,,18.71118,73.77538,,,,,,
34360,154338,Snehalay Apang Shala,,18.56734,73.98778,,,,,,
34361,152911,Mula House,,18.57301,73.86704,,,,,,
34362,154016,Satyapuram,,18.49164,73.94896,,,,,,
34363,151422,Gopal Patti,,18.51216,73.96706,,,,,,
34365,152948,Naigaon,,18.51047,74.09906,,,,,,
26177,137971,Vitthal Mandir Mhasolkar,,18.63315,73.81236,,,,,,
34371,151310,Gavtevasti,,18.73734,73.85754,,,,,,
34372,150597,Boratevasti Nasik Road,,18.66519,73.8487,,,,,,
34373,154378,Spicer College,,18.56295,73.81813,,,,,,
34374,152943,Nageshwar Vidyalay,,18.68044,73.84869,,,,,,
34375,153921,Sandhyanagar,,18.54571,73.8044,,,,,,
34376,154190,Shivaji Chowk Talegaon Dhabhade Road,,18.73278,73.66738,,,,,,
34378,151167,Gaikwadwadi,,18.42685,73.66687,,,,,,
34379,151511,Hadapsar Gadital Saswad Road,,18.50096,73.93906,,,,,,
34380,151938,Kalubai Mandir Warve,,18.29397,73.87194,,,,,,
34381,153700,Ramnagar Pimplegurav,,18.58909,73.81285,,,,,,
34382,151729,Jagtap Dairy,,18.59346,73.78451,,,,,,
34384,152496,Mahabaleshwar Mangal Karyalay,,18.58134,73.72372,,,,,,
34386,152295,Kshatrunjay Mandir,,18.45058,73.87961,,,,,,
34387,152374,Lakshminagar Handewadi Road,,18.45656,73.93582,,,,,,
34388,154511,Tadi Gutta,,18.53246,73.91759,,,,,,
34391,153908,Sambhajinagar Dhankawadi,,18.46815,73.85579,,,,,,
34392,151034,Donajegaon,,18.40923,73.76775,,,,,,
34393,150141,Ambegaon,,18.45353,73.83983,,,,,,
34394,150151,Ambigaon,,18.75589,73.67322,,,,,,
34395,150405,Bavdhan Khind/Chandani Chowk,,18.50761,73.7836,,,,,,
34398,151756,Jakat Naka Mohammadwadi,,18.49794,73.93366,,,,,,
26207,30614,Ordinance Club,,18.57163,73.86298,,,,,,
34400,153636,Rajaram Pul,,18.48889,73.82658,,,,,,
26208,40614,Ordinance Club,,18.57169,73.86281,,,,,,
1633,30610,Kasturba Hopsital,,18.57301,73.88166,,,,,,
1634,40610,Kasturba Hopsital,,18.57319,73.88204,,,,,,
34403,152498,Mahabali Chowk,,18.6596,73.80756,,,,,,
26212,30990,Sasoon Hospital,,18.52507,73.87148,,,,,,
34404,153556,Pune Vidhyapeeth Gate,,18.54145,73.83016,,,,,,
26213,30978,Kesnand Phata,,18.58131,73.98719,,,,,,
34405,150796,Colony Number 10,,18.49571,73.81029,,,,,,
26214,40978,Kesnand Phata,,18.58088,73.98768,,,,,,
1638,40612,Police Line,,18.5691,73.87037,,,,,,
34409,153034,Navlakh Umbre Jalshuddhikaran Kendra,,18.79444,73.69495,,,,,,
