stop_id,stop_name,stop_lat,stop_lon
1727,ST Depo,18.50096,73.86792
34495,Lucky Wajankata,18.461170000000003,73.94991
34497,ST Stand Nasrapur,18.25505,73.88369
34499,Moshi Jakat Naka,18.66215,73.84868
34500,St Meera College,18.53614,73.88551
34501,Yadavvasti Naigaon Chaufula,18.51507,74.08559
34502,Ordinance Factory,18.678720000000002,73.74186
34503,Kashiwadi,18.50732,73.87114
34504,Patrakarnagar,18.524179999999998,73.82781999999999
34505,Punawale Phata,18.639110000000002,73.75031
1738,sadalbaba darga,18.54424,73.87793
34506,Maheshnagar,18.625870000000003,73.81918
34507,Balewadi Phata,18.56364,73.78277
34508,Bormal,18.32799,73.85234
34509,Dehugaon Phata,18.678720000000002,73.7419
34510,Karandigaon Kaman,18.72658,74.06088000000001
34512,Mukbadhir Shala,18.6603,73.76449000000001
34514,Pimplegurav,18.59291,73.81893000000001
34515,Moi Phata,18.68252,73.81938000000001
34516,Shivapurwada,18.34085,73.83924
1749,Kharadi Gaon,18.5476,73.94612
34517,Sai Sayajinagar,18.49001,73.79146
34519,Vishrantwadi Airport Road,18.572770000000002,73.87749000000001
34520,Mukainagar,18.44417,73.78303000000001
34524,Chinchwade Farm,18.63314,73.7678
34525,Shaninagar,18.44621,73.84897
34526,Bopodi,18.57254,73.83691999999999
34528,Theur Phata,18.48866,74.05165
34529,Materewadi,18.56839,73.66181
34530,DY Patil College Akurdi,18.64639,73.75878
34532,Rihegaon,18.57665,73.6415
34533,Shasakiya Vishramgruha Paudgaon,18.524179999999998,73.60775
34535,Jambhulkarnagar,18.49476,73.90002
34537,Mhasoba Mandir,18.56899,73.86731
34542,Bungalow Number 105,18.53567,73.89206
34548,Badadevasti,18.48817,74.08346
34550,Bhosalevasti Nagar Road,18.712120000000002,74.04592
34551,MIT College,18.51246,73.8177
34552,Sachchai Mata Mandir,18.44342,73.85299
34557,Shitolevasti Susgaon,18.553729999999998,73.74956
34559,Gharkul Vasahat Warje,18.49026,73.78786
34560,Kondhanpur,18.349610000000002,73.7952
34561,Talegaon Station,18.73266,73.67331999999999
34562,Lake Town Gate Number,18.45736,73.86488
34563,Bopodigaon,18.57135,73.83845
34564,Mahatma Gandhi Stand,18.50505,73.88245
34565,Sakoremala,18.64838,74.0202
34566,Talegaon General Hospital,18.73357,73.67827
34567,Pawar Quarters,18.51807,73.83695
34568,Runwal Project,18.48731,73.79542
34569,Jijamata Hospital,18.61956,73.80105
1802,Yerwada,18.54521,73.88549
34570,Rahatani Phata,18.60635,73.78
34571,Chintamani Society,18.486060000000002,73.8457
1803,Yerwada,18.54501,73.88564000000001
34572,Futira Complex,18.498910000000002,73.78948000000001
1804,Gunjan corner,18.54567,73.88790999999999
1805,Gunjan Corner,18.54554,73.88814
18189,Shanipar,18.51287,73.85333
34573,Kashiwadi,18.51002,73.87009
34574,Vahtuknagari,18.66199,73.76702
34575,Kalikamata Mandir,18.62859,73.78546
34576,Mayuresh Automobiles,18.53645,73.98997
34577,Perugate Police Chowky,18.51124,73.84875
34578,Golewadi,18.40279,73.76876
1811,Jai Bhavani Nagar,18.50945,73.81181
34579,Waghere College,18.35509,74.02865
1812,Jai Bhavani Nagar,18.508589999999998,73.81078000000001
34580,Hirabaug,18.50435,73.8548
1815,Raste Wada / Apollo Talkies,18.52076,73.86478000000001
34583,Gole Phata,18.41146,73.76556
1816,Raste Wada / Apollo Talkies,18.51959,73.86477
34584,Pravin Masala Company,18.31527,73.86285
34585,Suryakiran Khat Karkhana,18.45528,73.89071
34588,Poultry Farm Sorthapwadi,18.488120000000002,74.08901
34590,RTO Chikhali,18.65811,73.81241
34591,Thakur Vasti,18.66601,73.93486
34592,Vitbhatti Wakad,18.61297,73.76583000000001
34593,Sangvi College,18.64581,73.80306999999999
1825,Ganjay Society,18.50016,73.80474
34594,Hero Chassis,18.79186,73.69468
34595,Maharshi Karve Shikshan Sanstha,18.48716,73.81513000000001
34598,Paisa Fund,18.73147,73.66131
34599,Kasture Chowk,18.51117,73.86203
34600,Patidar Bhavan,18.65468,73.7637
34601,Kondhwa Bk Corner,18.45298,73.89095
34604,Nanekarpark,18.6062,73.80141
34605,Sadhana Vidyalay,18.50573,73.93855
34606,Mukbadhir Shala,18.66045,73.76444000000001
34608,Swargate,18.49961,73.85818
34611,Nanavli Phata,18.77112,73.68874
34612,Indrayani Vihar,18.59526,73.93415
34613,Khadki Bazar,18.56631,73.84846999999999
34614,Hotel Vitthal Kamat,18.53114,73.56075
34615,Ambegaon Pathar Corner,18.45981,73.8459
34616,Shital Petrol Pump,18.46903,73.88892
34617,Telco Colony,18.44869,73.84942
34619,Kondhanpur,18.349610000000002,73.79519
34620,Maheshwari Mangal Karyalay,18.46115,73.87698
34621,Rajaram Gas,18.454629999999998,73.85374
34622,Sambaji Pul Police Chowky,18.5135,73.84447
34624,Bhandara Dongar Paytha,18.73902,73.73919000000001
34625,Bhukum,18.49869,73.72036
34626,Moshigaon,18.67726,73.84958
34629,GPO,18.523429999999998,73.876
34630,Pimpavali Phata,18.59453,73.60846
34631,Omkar Comoany,18.666829999999997,73.92839000000001
1864,Ganesh Nagar Alandi Road,18.59768,73.87335
34632,Sangrun,18.40018,73.67856
34633,Arsenal Factory Gate,18.57275,73.85963000000001
34635,Atlas Company,18.61886,73.85007
34637,Akole Bus Stop,18.52904,73.57206
34638,Balaji Mandir,18.54267,73.79015
34639,Chudaman Talim,18.50832,73.87499
1871,Paraj Company,18.549329999999998,73.92935
34640,Kudjegaon,18.4261,73.73855999999999
34641,Nageshwar Vidyalay Phata,18.67935,73.84865
34642,Kaun Road,18.523239999999998,73.88677
34643,Mundhwa Phata,18.53291,73.93365
1876,Shastri Nagar,18.55174,73.89596
34644,Suskhind Phata,18.547539999999998,73.77398000000001
34645,Shantinagar,18.5671,73.87919000000001
34646,Deshpande Farm,18.527810000000002,73.57468
34647,Malwadi Kirkatwadi,18.442439999999998,73.79014000000001
34648,Nehrunagar,18.62971,73.82001
34650,Nirma Company,18.64625,73.88051999999999
34651,Lupin Company Phata,18.555999999999997,73.73742
34654,Mitranagar,18.5197,73.91136
34655,Nhavi Sandas,18.60558,74.15564
34657,Suskhind Phata,18.54729,73.77274
1889,Anand Park,18.55283,73.92517
34658,Hadapsar Bhaji Market,18.50105,73.9335
1890,Anand Park,18.55284,73.92517
34659,Moshi Jakat Naka,18.66189,73.84846999999999
34660,Nasrapur,18.24875,73.87879000000001
34661,Rahatwadegaon,18.34132,73.79428
34663,Suvarnpark,18.591089999999998,73.8196
34664,Krushna Mandir Corner,18.61904,73.79836
34665,Kasarsai Karkhana Phata,18.62902,73.67577
34666,Khandoba Mandir,18.453889999999998,73.87353
34668,Netajinagar,18.48837,73.89321
34671,Gokhale Hall,18.51414,73.84971
34672,Vitbhatti Nere,18.619529999999997,73.69866
34673,Gujarwadi Phata,18.4384,73.86055999999999
34674,Gandharvanagari,18.65351,73.84918
34675,Ganesh Peth,18.51609,73.86218000000001
34676,Lal Ghar,18.48092,73.661
34677,Shatrunjay Mandir,18.450689999999998,73.87956
34678,Atulnagar,18.486520000000002,73.79652
34679,Bangarvasti,18.56834,74.03466999999999
34680,Alpana Talkies,18.51616,73.86348000000001
34682,Holi Angel Shala,18.545289999999998,73.98949
34683,Rangicha Odha,18.51387,73.97154
1916,Talegaon Phata ST Stand,18.69201,74.13507
34687,Sortapwadi,18.48807,74.09957
34688,Khandoba Mandir Corner,18.455270000000002,73.87345
1922,ST Stand Grampanchayat Talegaon,18.66779,74.14933
34690,Yadavvasti Prayagdham,18.496229999999997,74.11941
34691,Master Bakery,18.63305,73.81678000000001
34692,Commissioner Bungalow,18.64754,73.80827
34693,Ganeshmala,18.49674,73.83832
34694,Kalewadi Saswad Road,18.3957,74.01355
34695,Mhalunge Phata Balewadi,18.56876,73.76666999999999
34696,Khothrud Stand,18.499760000000002,73.81366
34697,Bankarvasti,18.67124,73.84841999999999
34698,Military Hospital Vanawadi,18.501739999999998,73.89102
34700,Nanded Phata,18.45485,73.79689
34701,Ma Na Pa Reverse side,18.52405,73.85398
34702,Chaudharivasti Solapur Road,18.48816,74.09255999999999
34703,Mile Dagad Kramank 22 Pirangutghat,18.50679,73.70299
34705,Rajesh Society Corner,18.448439999999998,73.86847
34706,Malwadi Kunjirwadi,18.48276,74.07160999999999
18323,Vitbhatti Wakad,18.61285,73.76590999999999
34708,Ankur Bungalow,18.500999999999998,73.80493
34709,Akurdi Police Chowky,18.65099,73.76722
34710,Abhiman Shree Society,18.54005,73.81806999999999
34711,Alandi,18.67454,73.89735
34713,Wakad Bridge,18.59096,73.75752
1946,ST Regional Office,18.500529999999998,73.86641
34715,Aviraj Lodge,18.50584,73.81583
34716,Mhalunge,18.57443,73.75534
34717,Mahalaxminagar Corner,18.46027,73.86506
34718,Fuel Depot,18.4908,74.01021
34719,Kondhwagate,18.45583,73.76828
34720,Dehu road Station,18.67851,73.74337
34722,Gavli Matha,18.63707,73.8258
34726,Talegaon Station,18.73275,73.67318
10151,Avinash Mangal Karyalay,18.61601,73.78668
34727,Popularnagar,18.48454,73.79949
1960,Alfa Laval Company,18.59538,73.82888
1961,Alfa Laval Company,18.598679999999998,73.82799
34729,Bhegdewadi,18.54758,73.65829000000001
34730,Chakradhar Shala,18.44751,73.84911
34731,Kate Patil Chowk,18.59928,73.80745999999999
34732,Traffic Police Chowky,18.5042,73.92153
34733,Sawtamali Mandir,18.59175,73.75453
34735,Shivaji Maratha Highschool,18.5068,73.85808
1968,Gajanan Mandir,18.6319,73.87276
34737,Vishwakarma,18.54335,73.78689
1969,Gajanan Mandir,18.63214,73.87291
34738,Gujrat Colony,18.50509,73.81187
34739,Rajaram Pul,18.48745,73.82878000000001
34741,Shivshankar Society,18.46037,73.85065
34742,Jadhavwadi Phata Chikhali,18.679660000000002,73.81948
34743,CISV,18.67827,73.7455
34744,Gulnur Farm,18.34775,73.82793000000001
34745,Mayur Colony,18.50403,73.8181
34746,Shree Control,18.443620000000003,73.82185
34747,NCL Gate,18.53973,73.81282
34750,Vitbhatti Rehe,18.57747,73.63231999999999
34752,Kalwad,18.58534,73.90514
1984,Chandannagar / Sainathnagar,18.54012,73.93189
34753,Digambar Marble,18.5829,73.76052
1985,Chandannagar / Sainathnagar,18.54009,73.93181
34754,Bavdhan Khind/Chandani Chowk,18.50704,73.78404
1986,Meera Society,18.50188,73.87049
1987,Meera Society,18.50163,73.87061
34755,Ambedkar Vasahat,18.666,73.77551
34757,Chakan Market Yard,18.766389999999998,73.86359
34758,Power House Ghotawade,18.5278,73.6695
34759,Dhawdevasti,18.63,73.85091
1991,Punyanagri,18.54743,73.92412
34760,Suncity,18.47478,73.81367
34761,Railway Crossing Sasanenagar,18.4898,73.93181
34762,Bavdhan Phata,18.51963,73.77884
34763,Sawarkar Bhavan,18.52233,73.85
34765,Kiwalegaon,18.65766,73.72223000000001
34766,Shubham Society Warje,18.48852,73.79433
34767,Kundan Hotel,18.62575,73.80542
2000,Kharadi Gaon School,18.54769,73.94612
34768,Kardevasti,18.47465,74.07361
34770,Nakhatevasti,18.60493,73.78665
34771,Sachapir Street,18.5163,73.8715
34772,Kesanandgaon,18.57301,74.0246
34773,Chaudharivasti Solapur Road,18.48803,74.09252
34774,Dharmaraj Chowk,18.64951,73.76164
34775,Kohima line,18.672829999999998,73.76469
34777,Mile Dagad Kramank 22 Pirangutghat,18.506829999999997,73.703
34778,NDA Gol Market,18.46631,73.76548000000001
34779,VIT College,18.45992,73.88345
34781,Kalamkarvasti,18.564239999999998,73.77735
34783,Poultry Farm Trimurti,18.40875,73.67796
34784,Masulkar Colony,18.63363,73.80682
34786,Navi Sangvi,18.57628,73.81223
34787,Ashoknagar Rangehills,18.54187,73.83748
34788,Big India,18.65713,73.76521
34789,Pari Company,18.44475,73.82167
34790,Shaniwarwada Stand,18.52198,73.85579
2022,Sutar Clinic,18.50386,73.80806
34791,Bharat English School,18.57369,73.7751
2023,Sutar Clinic,18.5038,73.80798
34793,Gavli Matha,18.63707,73.82601
34794,Vimannagar Corner,18.5612,73.91949
34798,Nadar City,18.54671,73.62982
2031,Godown (Talera),18.5761,73.96423
34799,Gogalwadi Phata,18.384970000000003,73.85566
2033,Soyrik Mangal Karyalay,18.576929999999997,73.96836
34801,Devi Link,18.62799,73.79648
34804,Ashirwad Bungalow,18.62339,74.09203000000001
34805,Ajinkyatara,18.44546,73.82386
34806,Niljyoti Society,18.532870000000003,73.82132
34807,Sindh Colony Baner Road,18.54881,73.81302
34810,Triveninagar,18.668020000000002,73.78588
34812,Kalyangaon,18.34652,73.75184
34814,Uttamnagar,18.4604,73.77224
34815,Pimplesaudagar Chowk,18.60124,73.80306
34816,Holi Angel Shala,18.5453,73.98952
34817,Kutalevasti,18.56256,74.04648
34818,Tamhane Chowk,18.56171,73.79231
34819,Jadhavwadi Chikhali,18.670270000000002,73.82448000000001
34822,Dattamandir Pashan Road,18.54158,73.79195
2055,Laxminarayan Talkies,18.4962,73.858
2056,Laxminarayan theatre,18.49653,73.85831999999999
34824,Pride Ashiyana Society,18.60987,73.91131
34826,Shivaji Maharaj Putla,18.526310000000002,73.85287
34828,Sanevasti,18.67235,73.80094
34829,Pashan Naka Bus Stand,18.537979999999997,73.79755
34830,Gosavivasti Theur Road,18.51315,74.04496999999999
34831,Homegaurd,18.55436,73.87456
34833,Kamgarnagar,18.62894,73.81246
34834,Shreedhar Colony,18.48721,73.8216
34835,Rajiv Gandhinagar,18.46022,73.86922
34836,Khiridvasti,18.42738,73.76001
34838,Ankush Chowk,18.67075,73.78113
34840,Balewadi Depot,18.57489,73.76566
34841,Vasantdada Sugar Institute,18.523,73.9766
34842,Sukhsagarnagar,18.45693,73.8694
2074,Milk Dairy / Sarpodyan,18.45392,73.85833000000001
2075,Milk Dairy / Sarpodyan,18.45394,73.85866999999999
34844,ST Stand Paud,18.52378,73.61878
2076,Morebaug,18.44984,73.85801
34845,Bhaji Mandai Hadapsar,18.5008,73.93455
2077,Morebaug,18.44986,73.85834
34847,Hingane,18.48096,73.82559
34851,Karvenagar,18.489420000000003,73.81453
34852,Shagun Chowk,18.62261,73.80152
34853,Station Family Camp,18.523220000000002,73.88683
34854,Vasantdada Putala Sangvi,18.575670000000002,73.82599
34855,Shahunagar Ganesh Mandir,18.65558,73.81149
34856,Pravin Mehendi,18.45085,73.89952
34858,Mayur Colony,18.504379999999998,73.81806
34859,Patidar Bhavan,18.654770000000003,73.76382
34860,Rajasthan Hotel,18.73457,73.9677
34861,Sakalnagar,18.5466,73.81919
34862,Quarter Gate,18.51616,73.87077
34863,Navi Sangvi,18.57614,73.81225
2095,Janakbaba Darga,18.56554,73.94406
2096,Gandhi Bhavan Phata,18.49461,73.81338000000001
34864,Kasturba Gandhi Shala,18.53971,73.88929
34865,Gaikwadvasti Shivapurgaon,18.33336,73.82601
34866,Natraj Stand,18.500770000000003,73.85727
34867,Satyapuram,18.49154,73.94887
2100,Bhaji Market,18.49758,73.96152
34869,ZF Steering Company,18.659329999999997,74.05017
34870,Mhalungegaon,18.57454,73.75532
34871,Housing Board Corner,18.55825,73.8942
2103,Viman nagar corner,18.5603,73.91672
34872,Jayanand Khira,18.63005,73.83009
34873,Mandai,18.51388,73.85721
34874,Raikarmala,18.438660000000002,73.80914
34876,Ashok Leyland Godown,18.31041,73.86715
34877,Choundhe Lowns,18.58645,73.78102
34878,Janwadi,18.5302,73.82341
34879,Joona Hinjawadi Jakat Naka,18.59069,73.7469
34881,Galinde Path,18.48445,73.81045
34882,Hariprasad Bungalow,18.45249,73.86398
34883,Vijaynagar,18.61851,73.79193000000001
34885,Neeta Park,18.54563,73.88856
34886,Poultry Farm Deccan,18.7357,73.64502
34887,Shree Industries,18.45113,73.82942
34888,Sutarvasti,18.43016,73.66209
34889,Shinde Farm,18.508470000000003,73.78988000000001
34891,Wadebolhai Mandir,18.58442,74.07041
34893,Provision Stores,18.48921,73.81666
34894,Mhalunge Stadium Gate,18.57133,73.76052
34895,Bhairoba Pumping Station,18.53922,73.9016
34896,Ganesh Talav,18.6546,73.76253
34897,Kholevasti,18.45906,73.9122
34898,Modern College Moshi,18.67942,73.84121999999999
2132,Gangapuram Mhada,18.569110000000002,73.91101
34901,Vanaj Corner,18.50747,73.80729000000001
34902,Deccan College,18.54857,73.87123000000001
34903,Pirangut,18.51022,73.68923000000001
34906,Ambegaon Phata Lavasa Road,18.48201,73.66291
34907,Ammunition Factory,18.57319,73.85798
34908,Chintamani Dnyanpith,18.45601,73.84002
34909,Nandegaon Phata,18.55774,73.71576
34910,Radha Hotel,18.569879999999998,73.76414
34911,Simla Office,18.5288,73.84989
34912,Telco Godown,18.62725,73.87455
2145,Jadhav Vasti,18.59467,74.0005
34913,Markalgaon,18.673289999999998,73.97542
34914,Swargate,18.49917,73.85851
2146,Jadhavvasti,18.593989999999998,74.00081999999999
34915,Kawdewadi,18.53875,73.89282
34916,Mile Dagad Kramank 8 Bavdhan Ghat,18.50477,73.76491999999999
34918,Vitthalwadi Phata,18.52081,73.625
2151,12 Mile,18.60922,74.01536
34919,Kirloskar Company,18.36131,74.02623
34920,Defence Colony,18.482310000000002,73.87773
2152,12 Mile,18.60925,74.01556
34921,Indrayaninagar,18.635289999999998,73.84076
34922,Karve Putala,18.502229999999997,73.81560999999999
34923,Keshavnagar Pul,18.533620000000003,73.94113
34924,NDA Stadium,18.4561,73.75426
34926,Kalyaninagar,18.54851,73.90585
34927,Choundhe Lowns,18.58633,73.78090999999999
34929,Bhandari Niwas,18.67391,74.04096
2162,Nashik phata,18.60805,73.82106
34930,Kaun Road,18.51911,73.88226999999999
34931,Markal Vajan kata,18.6715,73.9644
34932,Mhatobachi Alandi,18.452379999999998,74.06906
34933,Theur Gaon,18.52286,74.04638
34934,Torana Garden,18.59702,73.90894
34935,Moraya Raj Park,18.62087,73.78229
2167,Jagtap Vasti,18.62968,74.03825
2168,Mail Dagad No 23,18.63884,74.04776
34936,Mandvi Kh,18.41179,73.70654
2169,Mail Dagad No 23,18.63755,74.04696
34937,Jagtap Chowk,18.49159,73.9
34938,Nilkantheshwar Phata,18.41733,73.67007
34939,Shinde Farm,18.5083,73.79042
34941,Rangehills Circle,18.545,73.83965
34942,Shipra Society,18.49243,73.8193
2174,Kranti Stambh / Waghmare Vasti,18.646710000000002,74.05748
34943,Bharat Ele Company,18.52598,73.78178
34944,Ambil Odha Colony,18.500770000000003,73.84835
2180,Bafna Industries,18.64712,74.06754000000001
34949,Mile Dagad Kramank 19 Diveghat,18.41635,73.9931
34951,Shivaji Maratha Highschool,18.50659,73.85815
2184,Seco Company,18.65393,74.078
34953,Zendemala,18.70225,73.7599
34954,Ashok Leyland Godown,18.31028,73.86702
34955,Fatimanagar,18.5066,73.9016
34956,Suryakiran Khat Karkhana,18.455170000000003,73.89076999999999
34957,Khadi Machine Katraj Kondhwa Road,18.45243,73.89076
34958,Materevasti,18.56982,73.6601
34960,Donajegaon Phata,18.41229,73.76671999999999
34961,Mile Dagad Kramank 8 Bavdhan Ghat,18.5048,73.76491999999999
34962,Pathan Baba Darga,18.58369,73.87508000000001
34964,Prayagdham Ashram,18.50378,74.1177
34965,Somatne Phata,18.70339,73.6873
34966,Jehangirnagar,18.51972,73.91564
34967,Manik Press Road,18.52,73.6284
34968,Wagholi Bazar Tal,18.579929999999997,73.98508000000001
34970,Sawtamali Mandir,18.670720000000003,73.82445
34971,Bhilarewadi,18.4229,73.85996999999999
34974,Lonkarvasti,18.442629999999998,73.89395
34976,Lamanvasti,18.44206,73.77781999999999
34977,Dhanwantari Hospital,18.4628,73.84408
2212,Mahatma Gandhi Bas Sthanak,18.50604,73.88239
34980,Yashwantnagar Rangehills,18.54113,73.83662
34981,Sai Chowk Navi sangvi,18.57844,73.81584000000001
34982,Marodo Company,18.53866,73.80755
34983,Morwadi,18.63115,73.80297
34984,Ravet Pumping Station,18.643520000000002,73.74915
34986,Century Enka Colony,18.61574,73.84644
34988,Kuruli Phata,18.715339999999998,73.84846999999999
34989,Padalgharwadi,18.577460000000002,73.62725
2223,Vitthalwadi,18.600929999999998,74.00952
34991,Poultry Farm Desai,18.57359,73.78079
34992,Vaddhara Bandhara,18.46557,73.91682
34994,Balewadigaon,18.57623,73.77962
34995,Bob International School,18.64135,73.65755
34996,Kunjirwadi Phata,18.48851,74.06716
34998,Lakshminagar Corner,18.489910000000002,73.84983000000001
34999,Yashwantnagar Telco Road,18.641460000000002,73.82215
2232,Swargate Stand,18.50092,73.85849
35001,Vidhyapeeth Main Building,18.5543,73.82473
35002,Talegaon Dhabhade Petrol Pump,18.73274,73.66741
35003,Tamhanevasti,18.48886,74.04935
35005,Shastrinagar Kothrud,18.50415,73.80549
35006,Panchawati Niwas,18.62238,74.09595999999999
2239,Someshwar Mandir,18.559929999999998,73.92130999999999
35007,Poultry Farm Shivneri,18.57441,74.03781
2240,Someshwar Mandir,18.55968,73.92116
35009,Karandigaon,18.72901,74.06189
2241,Shubham Society,18.554489999999998,73.91948000000001
2242,Shubham Society,18.554579999999998,73.91948000000001
35010,Pawarvasti Wadgaonghenan,18.71475,73.93466
35011,L Mark,18.62065,74.1043
35012,Common Wealth,18.51454,73.85391
35013,Ahilyadevi School,18.518720000000002,73.85124
35016,Kunjir Vihir,18.50798,74.04504
35020,Rangehill Corner,18.53876,73.83355
35021,Sundarban,18.4491,73.87012
35022,Keshavnagar Pul,18.53351,73.94084000000001
35023,Kondhwale Phata,18.52437,73.59275
35025,Mantarwadi,18.46569,73.96231999999999
35026,Niljyoti Society,18.532729999999997,73.82113000000001
35027,Ghulevasti Manjari,18.50928,73.95919
35029,Appughar Corner,18.66165,73.76558
2264,Gavhane vasti,18.62045,73.84921
35032,Burma Shell,18.577939999999998,73.90311
35033,Gokhalenagar Police Line,18.5235,73.8251
35034,Srushti Chowk,18.596829999999997,73.81721
35035,Hotel Rajyog,18.54887,73.66856
35036,Kakdevasti Prayagdham,18.49556,74.12281999999999
35037,Godown Gultekdi,18.48799,73.87031999999999
35038,Chaudhari vasti  Phata,18.514429999999997,74.08977
35039,Ashok Talkies,18.6149,73.80408
35041,Khadki Station,18.561629999999997,73.84024000000001
35042,Ganeshnagar Dhayari,18.44879,73.81067
35043,Khadi Machine Shiroli,18.81963,73.87499
35044,Radha Swami Satsang,18.73185,73.79888000000001
35045,Link Road,18.542360000000002,73.7849
35046,Malnagar,18.44152,73.97442
35047,Pimprinagar Ma Na Pa Shala,18.61195,73.80384000000001
35048,Vadgaon Budruk Phata,18.46658,73.81768000000001
35050,Dhumal Tali,18.433429999999998,73.74677
35051,Mile Dagad Kramank 18 Bhukum,18.5002,73.73045
35053,NCL Gate,18.53916,73.81004
35054,Gurudatta Fabricators,18.760270000000002,73.67564
35055,Khese Park,18.58709,73.91245
35057,Vadgaonmawal Corner,18.73698,73.63951
35058,Kalewadi Pump,18.668110000000002,73.89022
35059,Bopodi,18.57264,73.83706
35060,Abhinav Yantriki Kendra,18.4873,73.82334
35061,Adarshnagar,18.659010000000002,73.72684
35062,Agam Mandir Paytha,18.44866,73.85323000000001
2295,Maharshi Nagar,18.4921,73.86298000000001
35063,Chaphekar Chowk,18.62987,73.78076999999999
2296,Maharshi Nagar,18.49204,73.86249000000001
35065,Gokulnagar Narhe Road,18.46025,73.81277
35067,Shani Mandir,18.66082,73.80776999999999
35068,Shivparvati Garden,18.45196,73.92159000000001
35070,LIC Colony,18.562279999999998,73.83337
35071,Sant Company,18.51762,73.64428000000001
35072,Expanze Society,18.65449,73.84494000000001
2304,Swargate Stand,18.50045,73.85902
35073,Ganeshnagar Navsahyadri,18.4983,73.82605
35074,Ma Na Pa Main Bus Stand,18.52328,73.85435
35075,Power House Chinchwadenagar,18.639310000000002,73.77516
2307,Roseland Society,18.59362,73.7947
2308,Roseland Society,18.59349,73.79475
35076,Talathi Office,18.73907,73.64022
35077,Naigaon,18.51059,74.09895999999999
35081,Keshavnagar Chowk,18.53207,73.93755999999999
35082,Vitthal Mandir Mhasolkar,18.6332,73.81254
35084,ARDL Gate,18.53799,73.80245
2317,Govind Yashada Chowk NB,18.5967,73.80223000000001
35085,Dimpal Chemicals,18.55157,73.66911
35086,Punekarvasti,18.460079999999998,73.91242
2318,Govind Yashada Chowk NB,18.59701,73.80236
35088,Shahunagar,18.65523,73.81134
2321,Simla Office/Shivaji Nagar,18.530279999999998,73.84911
35090,Ganeshnagar Dange Chowk,18.613139999999998,73.76295999999999
2322,Jagtap Dairy,18.59168,73.78546
2323,Jagtap Dairy,18.59207,73.78549
35091,Aviraj Lodge,18.50592,73.81565
35095,Swapnnagari,18.63486,73.82021999999999
35096,Tata Guardroom,18.56265,73.92764
35097,Gandhinagar,18.62923,73.80823000000001
35098,Kendriya Vidyalay Dehu Road,18.67691,73.75265999999999
35100,Sindhunagar,18.655920000000002,73.77055
35101,Shelarvasti Talawade,18.69015,73.80091
35103,Poultry Farm Sangrun,18.404329999999998,73.68208
35104,Shindewadi Satara Road,18.37621,73.85558
35106,Dabhadevasti Perane Road,18.62235,74.09607
35107,Madhur Milan Mangal Karyalay,18.53546,73.88313000000001
35109,Sheregaon,18.53114,73.55859
35111,Maheshwari Mangal Karyalay,18.46122,73.87546999999999
35112,Ravet Pumping Station,18.64325,73.74964
35113,Sector Number,18.6405,73.845
35115,Vinayak Hospital,18.48719,73.79557
35116,Sutarvasti,18.43019,73.66212
35117,Jyoti English School,18.63061,73.82386
35122,Hanumannagar,18.52609,73.83169000000001
35123,Mahadevnagar Manjari,18.50676,73.95437
35126,Bhare Phata,18.53117,73.66999
35127,U Co Bank,18.478720000000003,73.89072
35129,Tangde Bandhumala,18.49908,73.73793
35130,Bhukum Ashram,18.4981,73.71475
35131,Ashok Stambh,18.45974,73.76064000000001
35132,Bhosari Police Station,18.61756,73.82585999999999
35134,Talegaon General Hospital,18.73225,73.66969
35135,Borkarvasti,18.48869,74.04598
35136,Housing Board Corner,18.5579,73.89523
35138,Balsadan,18.66113,74.00789
35141,Khed Shivapur,18.34187,73.85354
35142,Sarpodyan,18.45441,73.85815
35143,Jyoti English School,18.63064,73.82372
35144,SNZ Chemical Company,18.54598,73.66609
35148,Akurdi Police Chowky,18.65055,73.76716
35149,Ankur Bungalow,18.50113,73.80487
35150,Lumax Company,18.757620000000003,73.81491
35151,Parvati Darshan,18.49448,73.85436999999999
35152,Raj Group,18.57333,73.69294000000001
35153,Hanuman Mandir Indori,18.73473,73.71904
35155,Sahastrabuddhe Samadhi,18.52701,73.8423
35156,Chincholi,18.68983,73.74958000000001
35157,CNG Pump Corner,18.6643,73.82457
35159,Peacock Garden,18.43916,73.74946
35160,Malnagar,18.43627,73.97739
35161,Jagdhmba Hotal,18.57725,73.78747
35162,Jyotibanagar,18.6829,73.78849
35163,Mahalaxminagar Corner,18.46012,73.86511999999999
35164,Bal Shikshan Mandal,18.51795,73.83887
35166,Maruti Mandir Vajewadi,18.72607,74.04912
35168,Alegaonkar Shala,18.5679,73.84561
35169,Bormal,18.3295,73.85223
35170,Hero Chassis,18.79186,73.69485
35171,Chaitanya Vidyalay,18.46865,73.88894
35174,Theur Factory,18.52571,74.04389
35175,Saisiddhi,18.46269,73.84229
35176,Walhekarwadi Corner,18.63061,73.77735
35177,Ma Na Pa Reverse side,18.52263,73.85319
35178,Talwade Jakat Naka,18.70727,73.78018
35179,Parhadvasti,18.76993,74.04785
35181,Kharabwadi,18.75749,73.84192
35183,Gharkul Vasahat Warje,18.48917,73.78667
35184,Vadarvasti,18.3327,73.82276
35185,Industrial Company,18.65559,74.05304
35188,Aaple Ghar,18.568170000000002,73.94882
35190,Gajanan Maharaj Mandir Fursungi,18.47634,73.96068000000001
35191,Kemsewadi,18.58482,73.61758
35192,Kondhur Phata,18.43818,73.63817
